10215	JAN__1__73.wav	Garoowe	Garóowe	
10216	JAN__1__74.wav	Boosaaso	Boosáaso	
10217	JAN__1__75.wav	Boosaaso	Boosáaso	
10218	JAN__1__76.wav	Garoowe	Garóowe	
10219	JAN__1__77.wav	Garoowe	Garóowe	
10220	JAN__1__78.wav	Boosaaso	Boosaasó	
10221	JAN__1__79.wav	Boosaaso	Boosaasó	
10222	JAN__1__80.wav	Boosaaso	Boosáaso	
10223	JAN__1__81.wav	guri	gurí	
10224	JAN__1__82.wav	guri	gurí	
10225	JAN__1__83.wav	guri	gúri	
10226	JAN__1__84.wav	gurigii	gurígīī	
10227	JAN__1__85.wav	gurigii	gúrīgīī	
10228	JAN__1__86.wav	gurigii	gúrigii	
10229	JAN__1__87.wav	gurigayga	gúrigaygá	
10230	JAN__1__88.wav	gurigayga	gúrigaygá	
10231	JAN__1__89.wav	gurigayga	gúrigayga	
10232	JAN__1__90.wav	wiil	wííl	
10233	JAN__1__91.wav	wiil	wííl	
10234	JAN__1__92.wav	wiil	wíil	
10235	JAN__1__93.wav	wiilkii	wíilkií	
10236	JAN__1__94.wav	wiilkii	wíilkií	
10237	JAN__1__95.wav	wiilkii	wíilkii	
10238	JAN__1__96.wav	wiilkayga	wíilkaygá	
10239	JAN__1__97.wav	wiilkayga	wíilkaygá	
10240	JAN__1__98.wav	wiilkayga	wíilkayga	
10241	JAN__1__99.wav	wiilkayaga	wíilkayagá	
10242	JAN__1__100.wav	wiilkayaga	wíilkayagá	
10243	JAN__1__101.wav	wiilkooda	wíilkoodá	
10244	JAN__1__102.wav	wiilkooda	wíilkoodá	
10245	JAN__1__103.wav	wiilkooda	wíilkoodá	
10246	JAN__1__104.wav	wiilkooda	wíilkooda	
10247	JAN__1__105.wav	gabadh	gabár	
10248	JAN__1__106.wav	gabadh	gabár	
10249	JAN__1__107.wav	gabadh	gabár	
10250	JAN__1__108.wav	gabadhooda	gabádhoodá	
10251	JAN__1__109.wav	gabadhooda	gabádhoodá	
10252	JAN__1__110.wav	gabadhooda	gabádhooda	
10253	JAN__1__111.wav	qoraa	qoraá	
10254	JAN__1__112.wav	qoraa	qoraá	
10255	JAN__1__113.wav	qoraa	qoraá	
10256	JAN__1__114.wav	qoraa	qóráá	
10257	JAN__1__115.wav	qoraagii	qoraágií	
10258	JAN__1__116.wav	qoraagii	qoraágíí	
10259	JAN__1__117.wav	qoraagii	qoráagii	
10260	JAN__1__118.wav	webi	webí	
10261	JAN__1__119.wav	bad	bád	
10262	JAN__1__120.wav	webi	webí	
10263	JAN__1__121.wav	webi	webí	
10264	JAN__1__122.wav	webi	webí	
10265	JAN__1__123.wav	webi	webí	
10266	JAN__1__124.wav	webi	webí	
10267	JAN__1__125.wav	webigii	webígīī	
10268	JAN__1__126.wav	webigii	webígīī	
10269	JAN__1__127.wav	webigii	webígii	
10270	JAN__1__128.wav	bad	bád	
10271	JAN__1__129.wav	bad	bád	
10272	JAN__1__130.wav	bad	bád	
10273	JAN__1__131.wav	bad	bád	
10274	JAN__1__132.wav	baddii	báddií	
10275	JAN__1__133.wav	baddii	báddii	
10276	JAN__1__134.wav	baddii	báddií	
10277	JAN__1__135.wav	geel	geél	
10278	JAN__1__136.wav	geel	geél	
10280	JAN__1__137.wav	geel	géel	
10281	JAN__1__138.wav	geelii	géelīī	
10282	JAN__1__139.wav	geelii	geélīī	
10283	JAN__1__140.wav	geelii	géelii	
10284	JAN__1__141.wav	hal geel	hál geél	
10285	JAN__1__142.wav	hal neef	hál nēēf	
10286	JAN__1__143.wav	hal neef oo geel ah	hál néef oo géel ah	
10287	JAN__1__144.wav	hal neef oo geel ah	hál neéf oo géel ah	
10288	JAN__1__145.wav	hal neef oo geel ah	hál nēēf oo géel ah	
10289	JAN__1__146.wav	hal neef oo geel ah	hál nēēf oo géel ah	
10290	JAN__1__147.wav	hal guri	hál guri	
10291	JAN__1__148.wav	hal guri	hál guri	
10292	JAN__1__149.wav	hal guri	hál guri	
10293	JAN__1__150.wav	gaari|m	gaarí	
10294	JAN__1__151.wav	gaari|m	gaarí	
10295	JAN__1__152.wav	gaari|m	gaarí	
10296	JAN__1__153.wav	gaarigii	gaarígīī	
10297	JAN__1__154.wav	gaarigii	gaarígīī	
10298	JAN__1__155.wav	gaarigii	gaarígii	
10299	JAN__1__156.wav	hal gaari	hál gaarí	
10300	JAN__1__157.wav	hal gaari	hál gaarí	
10301	JAN__1__158.wav	hal gaari	hál gaari	
10302	JAN__1__159.wav	sannad	sánnad	
10303	JAN__1__160.wav	sannad	sánnad	
10304	JAN__1__161.wav	sannad	sánnad	
10305	JAN__1__162.wav	sannad	sánnad	
10306	JAN__1__163.wav	sannadkii	sánnadkií	
10307	JAN__1__164.wav	sannadkii	sánnadkií	
10308	JAN__1__165.wav	sannadkii	sánnadkii	
10309	JAN__1__166.wav	hal sano	hál sano	
10310	JAN__1__167.wav	hal sano	hál sanō	
10311	JAN__1__168.wav	hal sano	hál sano	
10312	JAN__1__169.wav	sannad	sánnad	
10313	JAN__1__170.wav	hal sano	hál sano	
10314	JAN__1__171.wav	sannad	sánnād	
10315	JAN__1__172.wav	sannad	sánnad	
10316	JAN__1__173.wav	hal sano	hál sano	
10317	JAN__1__174.wav	hal sano	hál sano	
10318	JAN__1__175.wav	sannadkii	sánnadkii	
10319	JAN__1__176.wav	hal sannad	hál sannad	
10320	JAN__1__177.wav	hal sannad	hál san.... nad	
10321	JAN__1__178.wav	hal sannad	hál sannad	
10322	JAN__1__179.wav	hal sannad	hál sannad	
10323	JAN__1__180.wav	sannadkii	sánnadkii	
10324	JAN__1__181.wav	sannadkii	sánnadkii	
10325	JAN__1__182.wav	sannadkii tegay	sánnadkii tegaý	
10326	JAN__1__183.wav	sannadkii hore	sánnadkii hore	
10327	JAN__1__184.wav	sannadkii tegay	sánnadkii tegaý	
10328	JAN__1__185.wav	sannadkii hore	sánnadkii hore	
10329	JAN__1__186.wav	sannadkii hore	sánnadkii horé	
10330	JAN__1__187.wav	sannadkii hore	sánnadkii horé	
10331	JAN__1__188.wav	sannadkii hore	sánnadkii hore	
10332	JAN__1__189.wav	sannadkii tegay	sánnadkii tegaý	
10333	JAN__1__190.wav	sannadkii tegay	sánnadkii tegaý	
10334	JAN__1__191.wav	sannadkii tegay	sánnadkii tegay	
10336	MAA__1__1.wav	aabbe	aabbé	
10337	MAA__1__2.wav	aabbe	áabbé	
10338	MAA__1__3.wav	aabbe	aabbé	
10339	MAA__1__4.wav	fure	fúré	
10340	MAA__1__5.wav	fure	fúre	
10341	MAA__1__6.wav	qare	qáre	
10342	MAA__1__7.wav	Warsame	Warsáme	
10343	MAA__1__8.wav	Warsame	Warsáme	
10344	MAA__1__9.wav	Hilowle	Hilóúle	
10345	MAA__1__10.wav	Hilowle	Hiloúle	
10346	MAA__1__11.wav	Garoowe	Gároowe	
10347	MAA__1__12.wav	madax-weyne	madax-weýne	
10348	MAA__1__13.wav	madax-weyne	madax-wéýne	
10349	MAA__1__14.wav	hooyo	hoóyo	
10350	MAA__1__15.wav	eeddo	eéddo	
10351	MAA__1__16.wav	eeddo	ééddo	
10352	MAA__1__17.wav	abbaayo	abbááyo	
10353	MAA__1__18.wav	abbaayo	abbááyo	
10354	MAA__1__19.wav	Haweeyo	Haweéyo	
10355	MAA__1__20.wav	Haweeyo	Haweéyo	
10356	MAA__1__21.wav	Ardo|pn	Árdo	
10357	MAA__1__22.wav	Ardo|pn	Árdo	
10358	MAA__1__23.wav	ardo|f	ardó	
10359	MAA__1__24.wav	Ardo|pn	Árdo	
10360	MAA__1__25.wav	Ardo|pn	Árdo	
10361	MAA__1__26.wav	Ardo|pn	Árdo	
10362	MAA__1__27.wav	ardo|f	ardó	
10363	MAA__1__28.wav	ardo|f	ardó	
10364	MAA__1__29.wav	Muqdisho	Muqdísho	
10365	MAA__1__30.wav	Muqdisho	Muqdísho	
10366	MAA__1__31.wav	Muqdisho	Muqdísho	
10367	MAA__1__32.wav	Baraawe	Baráawe	
10368	MAA__1__33.wav	Baraawe	Baráawe	
10369	MAA__1__34.wav	Baraawe	Baráawe	
10370	MAA__1__35.wav	Baraawe	Barááwe	
10371	MAA__1__36.wav	Burco	Búrco	
10372	MAA__1__37.wav	Gaalkacyo	Gaalkácyo     	
10373	MAA__1__38.wav	Gaalkacyo	Gaalkácyo	
10374	MAA__1__39.wav	Gaalkacyo	Gaalkácyo	
10375	MAA__1__40.wav	Baydhabo	Baydhábo	
10376	MAA__1__41.wav	Baydhabo	Baydhábo	
10377	MAA__1__42.wav	Kismaayo	Kismaáyo	
10378	MAA__1__43.wav	Kismaayo	Kismaáyo	
10379	MAA__1__44.wav	Kismaayo	Kísmaáyo	
10380	MAA__1__45.wav	Hargeysa	Hargeýsa	
10381	MAA__1__46.wav	Berbera	Berbéra	
10382	MAA__1__47.wav	Hargeysa	Hargeýsa	
10383	MAA__1__48.wav	Berbera	Berbéra	
10384	MAA__1__49.wav	Arbaco	Arbáco	
10385	MAA__1__50.wav	Talaado	Talaádo	
10386	MAA__1__51.wav	guri	gúri	
10387	MAA__1__52.wav	guri	gúri	
10388	MAA__1__53.wav	aqal	áqal	
10389	MAA__1__54.wav	aqal	áqal	
10390	MAA__1__55.wav	dubbe	dúbbe	
10391	MAA__1__56.wav	dubbe	dúbbe	
10392	MAA__1__57.wav	wiil	wíil	
10393	MAA__1__58.wav	wiil	wíil	
10394	MAA__1__59.wav	wiil	wíil	
10395	MAA__1__60.wav	igaar	igáar	
10396	MAA__1__61.wav	inan|m	ínan	
10397	MAA__1__62.wav	wiil	wíil	
10398	MAA__1__63.wav	irrid	irríd	
10399	MAA__1__64.wav	illin|f	illín	
10400	MAA__1__65.wav	albaab	albááb	
10401	MAA__1__66.wav	Warfaa	Warfáá	
10402	MAA__1__67.wav	Warfaa	Warfáá	
10403	MAA__1__68.wav	Calasow	Calasóú	
10404	MAA__1__69.wav	Calasow	Calasoú	
10405	MAA__1__70.wav	Geeddi	Geéddí	
10406	MAA__1__71.wav	Geeddi	Geéddi	
10407	MAA__1__72.wav	Fiidow	Fíidoú	
10408	MAA__1__73.wav	Fiidow	Fíidoú	
10409	MAA__1__74.wav	Faarax	Fáaráx	
10410	MAA__1__75.wav	Faarax	Faaráx	
10411	MAA__1__76.wav	Cabdisalaam	Cábdi..............salaám	
10412	MAA__1__77.wav	Cabdi	Cábdi	
10413	MAA__1__78.wav	Maxamed	Maxámed	
10414	MAA__1__79.wav	Maxamed	Maxaméd	
10415	MAA__1__80.wav	Maxamuud	Maxamúúd	
10416	MAA__1__81.wav	Muumin	Muúmiń	
10417	MAA__1__82.wav	Muumin	Muumín	
10418	MAA__1__83.wav	Mursal	Múrsal	
10419	MAA__1__84.wav	Cumar	Cúmar	
10420	MAA__1__85.wav	Cumar	Cumár	
10421	MAA__1__86.wav	Cismaan	Cismáán	
10422	MAA__1__87.wav	qoraa	qoraá	
10423	MAA__1__88.wav	waraabe	waraabé	
10424	MAA__1__89.wav	dhurwaa	dhurwáá	
10425	MAA__1__90.wav	dhurwaa	dhurwáá	
10426	MAA__1__91.wav	dhurwaa	dhurwáá	
10427	MAA__1__92.wav	qoraa	qoráá	
10428	MAA__1__93.wav	gabyaa	gabyaá	
10429	MAA__1__94.wav	gabyaa	gabyaá	
10430	MAA__1__95.wav	webi	webí	
10431	MAA__1__96.wav	gaari|m	gaarí	
10432	MAA__1__97.wav	gaari|m	gaarí	
10433	MAA__1__98.wav	baabuur|m	baabúur	
10434	MAA__1__99.wav	gaari|m	gaarí	
10435	MAA__1__100.wav	gaari|f	gaarí	
10436	MAA__1__101.wav	gaari|f	gaarí	
10437	MAA__1__102.wav	geel	géel	
10438	MAA__1__103.wav	geel	géel	
10439	MAA__1__104.wav	awr|f	aúr	
10440	MAA__1__105.wav	awr|m	áwr	
10441	MAA__1__106.wav	awr|m	áwr	
10442	MAA__1__107.wav	hal|f	hál	
10443	MAA__1__108.wav	rati	ratí	
10444	MAA__1__109.wav	rati	ratí	
10445	MAA__1__110.wav	rati	ratí	
10446	MAA__1__111.wav	ratiga	ratíga	
10447	MAA__1__112.wav	awrka	áwrka	
10448	MAA__1__113.wav	nirig|f	niríg	
10449	MAA__1__114.wav	nirig|f	niríg	
10450	MAA__1__115.wav	nirig|f	niríg	
10451	MAA__1__116.wav	qurbac	qúrbac	
10452	MAA__1__117.wav	qurbac	qúrbac	
10453	MAA__1__118.wav	nirig|f	niríg	
10454	MAA__1__119.wav	nirig|f	niríg	
10455	MAA__1__120.wav	qurbac	qúrbac	
10456	MAA__1__121.wav	qurbac	qúrbac	
10457	MAA__1__122.wav	nirig|f	niríg	
10458	MAA__1__123.wav	nirig|m	nírig	
10459	MAA__1__124.wav	nirig|m	nírig	
10460	MAA__1__125.wav	qurbac	qúrbac	
10461	MAA__1__126.wav	hal baabuur	hál baabuúr	
10462	MAA__1__127.wav	hal baabuur	hál baabuúr	
10463	MAA__1__128.wav	hal baabuur	hál baabuúr	
10464	MAA__1__129.wav	baabuurro	baabuurró	
10465	MAA__1__130.wav	baabuurro	baabuurró	
10466	MAA__1__131.wav	baabuur|f	baabuúr	
10467	MAA__1__132.wav	baabuur|f	baabuúr	
10468	MAA__1__133.wav	baabuurta	baabúúrta	
10469	MAA__1__134.wav	baabuurta	baabuúrta	
10470	MAA__1__135.wav	baabuurta	baabuúrta	
10471	MAA__1__136.wav	baabuur|f	baabuúr	
10472	MAA__1__137.wav	baabuurro	baabuurró	
10473	MAA__1__138.wav	baabuurro	baabuurró	
10474	MAA__1__139.wav	subax	subáx	
10475	MAA__1__140.wav	subax	subáx	
10476	MAA__1__141.wav	subaxda	subáxda	
10477	MAA__1__142.wav	subaxda	subáxda	
10478	MAA__1__143.wav	sannad	sánnad	
10479	MAA__1__144.wav	sannad	sánnad	
10481	MAA__1__145.wav	sannad	sánnad	
10482	MAA__1__146.wav	sannadka	sánnadka	
10483	MAA__1__147.wav	sannadka	sánnadka	
10484	MAA__1__148.wav	sannadka	sánnadka	
10485	MAA__1__149.wav	sannadka	sánnadka	
10486	MAA__1__150.wav	sannad	sánnad	
10487	MAA__1__151.wav	sannadka	sánnadka	
10488	MAA__1__152.wav	sannadkan	sánnadkań	
10489	MAA__1__153.wav	sannadkan	sánnadkań	
10490	MAA__1__154.wav	sannadkii hore	sánnadkií   hore	
10491	MAA__1__155.wav	sannad hore	sánnad hore	
10492	MAA__1__156.wav	sannad hore	sánnad hore	
10493	MAA__1__157.wav	sannad hore	sánnad hore	
10494	MAA__1__158.wav	sannadkii hore	sánnadkií horé	
10495	MAA__1__159.wav	sannad hore	sánnad hore	
10496	MAA__1__160.wav	sannad hore	sánnad horē	
10497	MAA__1__161.wav	sannadkii hore	sánnadkií horē	
10498	MAA__1__162.wav	sannadkii hore	sánnadkií hore	
10499	MAA__1__163.wav	sannadkan	sánnadkān	
10500	MAA__1__164.wav	nin	nín	
10501	MAA__1__165.wav	nin	nín	
10502	MAA__1__166.wav	niman	nimán	
10503	MAA__1__167.wav	ninkan	nínkan	
10504	MAA__1__168.wav	ninkan	nínkań	
10505	MAA__1__169.wav	ninkan	nínkaań	
10506	MAA__1__170.wav	ninkan	nínkaán	
10507	MAA__1__171.wav	ninkan	nínkan	
10508	MAA__1__172.wav	ninka	nínka	
10509	MAA__1__173.wav	ninka	nínka	
10510	MAA__1__174.wav	ninka	nínka	
10511	MAA__1__175.wav	ninka, ninka	nínka, nínka	
10512	MAA__1__176.wav	ninkan	nínkāān	
10514	MAA__1__177.wav	ninkaas	nínkaas	
10515	MAA__1__178.wav	ninkaas	nínkaas	
10516	MAA__1__179.wav	ninkan	nínkaan	
10517	MAA__1__180.wav	ninkan	nínkaan	
10518	MAA__1__181.wav	ninkan	nínkaan	
10519	MAA__1__182.wav	ninkan	nínkan	
10520	MAA__1__183.wav	ninkan	nínkan	
10521	MAA__1__184.wav	ninkan	nínkan	
10522	MAA__1__185.wav	ninkan	nínkaan	
10523	MAA__1__186.wav	ninkan	nínkaán	
10524	MAA__1__187.wav	ninkaas	nínkaas	
10525	MAA__1__188.wav	ninkan	nínkaan	
10526	MAA__1__189.wav	ninkaas	nínkaas	
10528	MAA__1__190.wav	haween	haweén	
10529	MAA__1__191.wav	naag	náág	
10530	MAA__1__192.wav	haween	hawéén	
10531	MAA__1__193.wav	haweenka	hawéénka	
10532	MAA__1__194.wav	haween	haweén	
10533	MAA__1__195.wav	haween	haweén	
10534	MAA__1__196.wav	haweentan	haweéntan	
10535	MAA__1__197.wav	haween	haweén	
10536	MAA__1__198.wav	haween	haweén	
10537	MAA__1__199.wav	haweentan	haweéntan	
10538	MAA__1__200.wav	haweentan	haweéntan	
10539	MAA__1__201.wav	haweentan	haweéntan	
10540	MAA__1__202.wav	haweeneydan	haweéneýdan	
10541	MAA__1__203.wav	haweeneydan	haweéneydan	
10542	MAA__1__204.wav	haweeneydan	haweéneýdan	
10543	MAA__1__205.wav	haweeneydan	haweéneydań	
10544	MAA__1__206.wav	naagtan	naágtan	
10545	MAA__1__207.wav	naagtan	náágtāń	
10546	MAA__1__208.wav	naag	náág	
10547	MAA__1__209.wav	haweeney	haweéney	
10548	MAA__1__210.wav	haweeney	haweéney	
10549	MAA__1__211.wav	haween	haweén	
10550	MAA__1__212.wav	haween	haweén	
10551	MAA__1__213.wav	haween	haweén	
10552	MAA__1__214.wav	haween	haweén	
10553	MAA__1__215.wav	haween	haweén	
10554	MAA__1__216.wav	haween	haweén	
10555	MAA__1__217.wav	haweeney	haweéneý	
10556	MAA__1__218.wav	haween	hawéén	
10557	MAA__1__219.wav	haweentan	haweéntan	
10558	MAA__1__220.wav	haweentan	haweéntan	
10559	MAA__1__221.wav	haweenkan	haweénkan	
10560	MAA__1__222.wav	haweentan	haweéntan	
10561	MAA__1__223.wav	haweenkan	haweénkań	
10562	MAA__1__224.wav	haweentan	haweéntan	
10563	MAA__1__225.wav	haweenkan	haweénkan	
10564	MAA__1__226.wav	haweenkan	haweénkan	
10565	MAA__1__227.wav	haweenkan	haweénkan	
10566	MAA__1__228.wav	haweenkan	haweénkan	
10567	MAA__1__229.wav	haweentan	haweéntań	
10568	MAA__1__230.wav	haweentan	haweéntan	
10569	MAA__1__231.wav	biyo	biyó	
10570	MAA__1__232.wav	biyo	biyó	
10571	MAA__1__233.wav	biyaha	biyáha	
10572	MAA__1__234.wav	biyaha	biyáha	
10573	MAA__1__235.wav	caano	caanó	
10574	MAA__1__236.wav	caano	caanó	
10575	MAA__1__237.wav	caano	caanó	
10576	MAA__1__238.wav	caanaha	caanáha	
10577	MAA__1__239.wav	caanaha	caanáha	
10578	MAA__1__240.wav	biyo	biyó	
10579	MAA__1__241.wav	biyo	biyó	
10580	MAA__1__242.wav	biyaha	biyáha	
10581	MAA__1__243.wav	biyaha	biyáha	
10582	MAA__1__244.wav	caano	caanó	
10583	MAA__1__245.wav	caano	caanó	
10584	MAA__1__246.wav	caano	caanó	
10585	MAA__1__247.wav	caanaha	caanáha	
10586	MAA__1__248.wav	caanaha	caanáha	
10587	MAA__1__249.wav	luqad	luqád	
10588	MAA__1__250.wav	luqadda	luqádda	
10589	MAA__1__251.wav	afka	áfka	
10590	MAA__1__252.wav	afafka	afáfka	
10591	MAA__1__253.wav	niman	nimán	
10592	MAA__1__254.wav	niman	nimán	
10593	MAA__1__255.wav	niman	nimán	
10594	MAA__1__256.wav	nimanka	nimánka	
10595	MAA__1__257.wav	nimanka	nimánka	
10596	MAA__1__258.wav	niman	nimán	
10597	MAA__1__259.wav	nimanka	nimánka	
10598	MAA__1__260.wav	niman	nimán	
10599	MAA__1__261.wav	nimanka	nimánka	
10600	MAA__1__262.wav	nimanka	nimánka	
10601	MAA__1__263.wav	nimanka	nimánka	
10602	MAA__1__264.wav	nimanka	nimánka	
10603	MAA__1__265.wav	nimanka	nimánka	
10604	MAA__1__266.wav	niman	nimán	
10605	MAA__1__267.wav	niman	niman	
10606	MAA__1__268.wav	nimanka	nimánka	
10607	MAA__1__269.wav	nimanka	nimánka	
10608	MAA__1__270.wav	nimankan	nimánkaan	
10609	MAA__1__271.wav	nimankan	nimánkaan	
10610	MAA__1__272.wav	nimankan	nimánkaan	
10611	MAA__1__273.wav	nimankaas	nimánkaas	
10612	MAA__1__274.wav	nimankaas	nimánkaas	
10613	MAA__1__275.wav	nimankan	nimánkaan	
10614	MAA__1__276.wav	nimankaas	nimánkaas	
10615	MAA__1__277.wav	hooyo	hoóyo	
10616	MAA__1__278.wav	hooyo	hoóyo	
10617	MAA__1__279.wav	hooyo	hoóyo	
10618	MAA__1__280.wav	hiindo	hiíndo	
10619	MAA__1__281.wav	hiindo	hííndo	
10620	MAA__1__282.wav	hooyada	hooyáda	
10621	MAA__1__283.wav	hooyooyin	hooyoóyin	
10622	MAA__1__284.wav	hooyooyin	hooyoóyin	
10623	MAA__1__285.wav	hooyooyinka	hooyoóyinka	
10624	MAA__1__286.wav	hooyooyinka	hooyoóyinka	
10625	MAA__1__287.wav	hooyooyinka	hooyoóyinka	
10626	MAA__1__288.wav	hooyooyinka	hooyoóyinka	
10627	MAA__1__289.wav	hooyaday	hooyáday	
10628	MAA__1__290.wav	hooyaday	hooyádaý	
10629	MAA__1__291.wav	hooyaday	hooyádaý	
10630	MAA__1__292.wav	hooyadaa	hooyádaa	
10631	MAA__1__293.wav	hooyadaa	hooyádaa	
10632	MAA__1__294.wav	hooyadaa	hoóyádaa	
10633	MAA__1__295.wav	hooyadiis	hooyádiis	
10634	MAA__1__296.wav	hooyadiis	hooyádiis	
10635	MAA__1__297.wav	hooyadiis	hooyádiis	
10636	MAA__1__298.wav	hooyaday	hooyádaý	
10637	MAA__1__299.wav	hooyaday	hooyáday	
10638	MAA__1__300.wav	hooyadiis	hooyádiis	
10639	MAA__1__301.wav	hooyadiis	hooyádiis	
10640	MAA__1__302.wav	hooyaday	hooyáday	
10641	MAA__1__303.wav	hooyadaa	hooyádaa	
10642	MAA__1__304.wav	hooyadaa	hooyádaa	
10643	MAA__1__305.wav	hooyadaa	hooyádaa	
10644	MAA__1__306.wav	hooyadiis	hooyádiís	
10645	MAA__1__307.wav	hooyaday	hooyáday	
10646	MAA__1__308.wav	cunto	cuntó	
10647	MAA__1__309.wav	cuntadan	cuntádań	
10648	MAA__1__310.wav	cuntadayda	cuntádayda	
10649	MAA__1__311.wav	cuntadayda	cuntádaydá	
10650	MAA__1__312.wav	cuntadayda	cuntádaydá	
10651	MAA__1__313.wav	cuntadaada	cuntádaadá	
10652	MAA__1__314.wav	cuntadaada	cuntádaadá	
10653	MAA__1__315.wav	cuntadaada	cuntádaada	
10654	MAA__1__316.wav	cuntadaada	cuntádaadá	
10655	MAA__1__317.wav	Cuntadaada maad cuntid?	Cuntádaadá máad cúntid	
10656	MAA__1__318.wav	Cuntadaada maad cuntid?	Cuntádaadá ... máad cúntid	
10657	MAA__1__319.wav	Cuntadaada maad cuntid?	... cúntid	
10658	MAA__1__320.wav	Cuntadaada maad cuntid?	Cuntádaadá máad cúntid	
10659	MAA__1__321.wav	Cuntadaada maad cuntid?	Cuntádaadá máad cúntid. (Why don't you eat	
10660	MAA__1__322.wav	Cuntadaada maad cuntid?	Cuntádaadá máad cúntid	
10661	MAA__1__323.wav	Maad yeeshid?	Máad yeéshid	
10662	MAA__1__324.wav	Maad yeeshid?	Máad yeéshid	
10663	MAA__1__325.wav	Layliga maad samaysid layligaaga?	Laýliga máad sameýsid ... laýligaaga	
10664	MAA__1__326.wav	casharkaaga	cásharkaaga	
10665	MAA__1__327.wav	Maad yeeshid hadalka hooyadaa?	Máad yeeshíd	
10666	MAA__1__328.wav	Maad yeeshid hadalka hooyadaa?	hádalka hooyádaa	
10667	MAA__1__329.wav	Maad yeeshid hadalka hooyadaa?	hádalka hooyádaa	
10668	MAA__1__330.wav	ama warka hooyadaa	amá wárka hooyádaa	
10669	MAA__1__331.wav	Maad yeeshid hadalka hooyadaa?	Máad yeéshid ... hádalká ... hooyádaa	
10670	MAA__1__332.wav	Maad yeeshid hadalka hooyadaa?	Máad yeéshíd ... hádalká hooyádaa	
10671	MAA__1__333.wav	mindi	mindí	
10672	MAA__1__334.wav	mindi	mindí	
10673	MAA__1__335.wav	mindi	mindí	
10674	MAA__1__336.wav	mindida	mindída	
10675	MAA__1__337.wav	mindida	mindída	
10676	MAA__1__338.wav	mindiyo	mindiyó	
10677	MAA__1__339.wav	mindiyo	mindiyō	
10678	MAA__1__340.wav	mindiyaha	mindiyáha	
10679	MAA__1__341.wav	mindiyaha	mindiyáha	
10680	MAA__1__342.wav	mindidayda	mindídaydá	
10681	MAA__1__343.wav	mindidayda	mindídaydá	
10682	MAA__1__344.wav	mindidayda	mindídaydá	
10683	MAA__1__345.wav	mindidayda	mindídaydá	
10684	MAA__1__346.wav	mindidayda	mindídaydá	
10685	MAA__1__347.wav	mindidiisa	mindídiisā	
10686	MAA__1__348.wav	mindidiisa	mindídiisā	
10687	MAA__1__349.wav	mindidiisa	mindídiisá	
10688	MAA__1__350.wav	mindidiisa	mindídiisā	
10689	MAA__1__351.wav	mindidaada	mindídaadá	
10690	MAA__1__352.wav	mindidaada	mindídaadá	
10691	MAA__1__353.wav	mindidaada	mindídaadá	
10692	MAA__1__354.wav	mindidan	mindídan	
10693	MAA__1__355.wav	mindidan	mindídaan	
10694	MAA__1__356.wav	mindidan	mindídaan	
10695	MAA__1__357.wav	mindidan	mindídaan	
10696	MAA__1__358.wav	mindi dheer	mindí dhéer	
10697	MAA__1__359.wav	mindi dheer	mindí dhéer	
10698	MAA__1__360.wav	mindi dheer	mindí dhéer	
10699	MAA__1__361.wav	mindi gaaban	mindí gaabán	
10700	MAA__1__362.wav	mindi gaaban	mindí gaabán	
10701	MAA__1__363.wav	mindi gaaban	mindí gaabán	
10702	MAA__1__364.wav	Maxamed mindidiisa	Maxámad mindídiisa	
10703	MAA__1__365.wav	Maxamed mindidiisa	Maxámed mindídiisa	
10704	MAA__1__366.wav	Maxamed mindidiisa	Maxámed mindídiisa	
10705	MAA__1__367.wav	mindida Maxamed	mindída Maxámed	
10706	MAA__1__368.wav	mindida Maxamed	mindída Maxámed	
10707	MAA__1__369.wav	mindida Maxamed	mindídá Maxamed	
10708	MAA__1__370.wav	mindida Maxamed	mindídá Maxámed	
10709	MAA__1__371.wav	mindida Maxamed	mindídá Maxámed	
10710	MAA__1__372.wav	mindida Cali	mindída Calí	
10711	MAA__1__373.wav	mindida Cali	mindída Calí	
10712	MAA__1__374.wav	mindida Cali	mindída Calí	
10713	MAA__1__375.wav	Cali mindidiisa	Calí mindídiisa	
10714	MAA__1__376.wav	Cali mindidiisa	Calí mindídiisa	
10715	MAA__1__377.wav	banooni	banoóni	
10716	MAA__1__378.wav	kubbad	kubbád	
10717	MAA__1__379.wav	kubbadda cagta	kubbádda cágta	
10718	MAA__1__380.wav	kubbadda cagta	kubbáddá cágta	
10719	MAA__1__381.wav	kubbadda cagta	kubbáddá ... cágta	
10720	MAA__1__382.wav	kubbadda cagta	kubbádda cágta	
10721	MAA__1__383.wav	kubbadda laliska	kubbáddá láliska	
10722	MAA__1__384.wav	kubbadda laliska	kubbáddá láliská	
10723	MAA__1__385.wav	kubbadda laliska	kubbáddá láliská	
10724	MAA__1__386.wav	kubbadda kolayga	kubbádda kólayga	
10725	MAA__1__387.wav	kubbadda kolayga	kubbáddá kólaygá	
10726	MAA__1__388.wav	kubbadda kolayga	... kólaygá	
10727	MAA__1__389.wav	kubbadda kolayga	kubbáddá kólaygá	
10728	MAA__1__390.wav	kubbadda miiska	kubbádda míiska	
10729	MAA__1__391.wav	kubbadda miiska	kubbádda míiska	
10730	MAA__1__392.wav	kubbadda miiska	kubbáddá míiska	
10731	MAA__1__393.wav	kubbadda miiska	kubbádda míiská	
